,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
2292,57727f3bedc2cb3880ed70a8,Sam Francis,For the Blue Sons of the Air,https://uploads6.wikiart.org/images/sam-francis/for-the-blue-sons-of-the-air-1990.jpg,https://www.wikiart.org/en/sam-francis/for-the-blue-sons-of-the-air-1990,https://www.wikiart.org/en/sam-francis,for-the-blue-sons-of-the-air-1990.jpg,sam-francis,sam-francis,sam-francis,sam-francis,284393
2295,57727015edc2cb3880bceb18,Francisco de Zurbaran,Still Life,https://uploads4.wikiart.org/images/francisco-zurbaran/still-life-1633.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/still-life-1633,https://www.wikiart.org/en/francisco-de-zurbaran,still-life-1633.jpg,francisco-zurbaran,francisco-de-zurbaran,francisco-zurbaran,francisco-de-zurbaran,198684
2296,577283c3edc2cb3880fbce25,Valerio Adami,Hotel Chelsea Bathroom,https://uploads2.wikiart.org/images/valerio-adami/hotel-chelsea-bathroom-1968.jpg,https://www.wikiart.org/en/valerio-adami/hotel-chelsea-bathroom-1968,https://www.wikiart.org/en/valerio-adami,hotel-chelsea-bathroom-1968.jpg,valerio-adami,valerio-adami,valerio-adami,valerio-adami,310079
2300,5772849dedc2cb3880fe71eb,Ron Gorchov,Entrance,https://uploads4.wikiart.org/images/ron-gorchov/entrance-1972.jpg,https://www.wikiart.org/en/ron-gorchov/entrance-1972,https://www.wikiart.org/en/ron-gorchov,entrance-1972.jpg,ron-gorchov,ron-gorchov,ron-gorchov,ron-gorchov,314955
2302,577281feedc2cb3880f634ac,John Chamberlain,S,https://uploads2.wikiart.org/images/john-chamberlain/s-1959.jpg,https://www.wikiart.org/en/john-chamberlain/s-1959,https://www.wikiart.org/en/john-chamberlain,s-1959.jpg,john-chamberlain,john-chamberlain,john-chamberlain,john-chamberlain,300340
2308,57727f8dedc2cb3880ee2f92,Theodoros Stamos,"Infinity Field, Lefkada Series",https://uploads6.wikiart.org/images/theodoros-stamos/infinity-field-lefkada-series-1980(1).jpg,https://www.wikiart.org/en/theodoros-stamos/infinity-field-lefkada-series-1980-2,https://www.wikiart.org/en/theodoros-stamos,infinity-field-lefkada-series-1980(1).jpg,theodoros-stamos,theodoros-stamos,theodoros-stamos,theodoros-stamos,286012
2309,5772874cedc2cb388006d0a5,Akira Kanayama,Balloon,https://uploads6.wikiart.org/images/akira-kanayama/balloon-1955.jpg,https://www.wikiart.org/en/akira-kanayama/balloon-1955,https://www.wikiart.org/en/akira-kanayama,balloon-1955.jpg,akira-kanayama,akira-kanayama,akira-kanayama,akira-kanayama,331369
2310,57727d86edc2cb3880e7e480,Judith Leyster,Jolly Toper,https://uploads1.wikiart.org/images/judith-leyster/jolly-toper-1629.jpg,https://www.wikiart.org/en/judith-leyster/jolly-toper-1629,https://www.wikiart.org/en/judith-leyster,jolly-toper-1629.jpg,judith-leyster,judith-leyster,judith-leyster,judith-leyster,274988
2312,57728789edc2cb3880076c0f,Giuseppe Pinot-Gallizio,Industrial Painting,https://uploads2.wikiart.org/images/giuseppe-pinot-gallizio/industrial-painting-1958-1.jpg,https://www.wikiart.org/en/giuseppe-pinot-gallizio/industrial-painting-1958-1,https://www.wikiart.org/en/giuseppe-pinot-gallizio,industrial-painting-1958-1.jpg,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,giuseppe-pinot-gallizio,332709
2314,57727f76edc2cb3880ee0ae9,Dan Flavin,A primary picture,https://uploads3.wikiart.org/images/dan-flavin/a-primary-picture-1964.jpg,https://www.wikiart.org/en/dan-flavin/a-primary-picture-1964,https://www.wikiart.org/en/dan-flavin,a-primary-picture-1964.jpg,dan-flavin,dan-flavin,dan-flavin,dan-flavin,285358
2315,57728716edc2cb3880062de2,Takamatsu Jiro,Slack of Net,https://uploads2.wikiart.org/images/jiro-takamatsu/slack-of-net-1969.jpg,https://www.wikiart.org/en/takamatsu-jiro/slack-of-net-1969,https://www.wikiart.org/en/takamatsu-jiro,slack-of-net-1969.jpg,jiro-takamatsu,takamatsu-jiro,jiro-takamatsu,takamatsu-jiro,329796
2321,57728336edc2cb3880fa17f5,Gosta Adrian-Nilsson,Marin 1,https://uploads3.wikiart.org/images/gosta-adrian-nilsson/marin-1-1922.jpg,https://www.wikiart.org/en/gosta-adrian-nilsson/marin-1-1922,https://www.wikiart.org/en/gosta-adrian-nilsson,marin-1-1922.jpg,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,gosta-adrian-nilsson,307539
2327,57728891edc2cb38800abcc1,Leo Leuppi,Blancheur diaphane,https://uploads4.wikiart.org/images/leo-leuppi/blancheur-diaphane-1959.jpg,https://www.wikiart.org/en/leo-leuppi/blancheur-diaphane-1959,https://www.wikiart.org/en/leo-leuppi,blancheur-diaphane-1959.jpg,leo-leuppi,leo-leuppi,leo-leuppi,leo-leuppi,340194
2330,57728661edc2cb3880041fe1,Charlotte Posenenske,Fold,https://uploads5.wikiart.org/images/charlotte-posenenske/fold-1966-1(1).jpg,https://www.wikiart.org/en/charlotte-posenenske/fold-1966-1,https://www.wikiart.org/en/charlotte-posenenske,fold-1966-1(1).jpg,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,324785
2334,577284d5edc2cb3880ff1b8a,Karoly Ferenczy,Boys Throwing Pebbles into the River,https://uploads0.wikiart.org/images/karoly-ferenczy/boys-throwing-pebbles-into-the-river-1890.jpg,https://www.wikiart.org/en/karoly-ferenczy/boys-throwing-pebbles-into-the-river-1890,https://www.wikiart.org/en/karoly-ferenczy,boys-throwing-pebbles-into-the-river-1890.jpg,karoly-ferenczy,karoly-ferenczy,karoly-ferenczy,karoly-ferenczy,316196
2335,594cd7dcedc2c97b8c2ddac5,Charles Meryon,Le Petit Pont,https://uploads4.wikiart.org/00137/images/charles-meryon/charles-meryon-le-petit-pont-google-art-project.jpg,https://www.wikiart.org/en/charles-meryon/le-petit-pont-1850,https://www.wikiart.org/en/charles-meryon,charles-meryon-le-petit-pont-google-art-project.jpg,charles-meryon,charles-meryon,charles-meryon,charles-meryon,9223372032559821795
2340,57728192edc2cb3880f4f1f7,Jean Fautrier,It’s How You Feel,https://uploads6.wikiart.org/images/jean-fautrier/it-s-how-you-feel-1958.jpg,https://www.wikiart.org/en/jean-fautrier/it-s-how-you-feel-1958,https://www.wikiart.org/en/jean-fautrier,it-s-how-you-feel-1958.jpg,jean-fautrier,jean-fautrier,jean-fautrier,jean-fautrier,297705
2344,5772824eedc2cb3880f75867,Maxfield Parrish,Garden of Allah,https://uploads7.wikiart.org/images/maxfield-parrish/garden-of-allah-1918.jpg,https://www.wikiart.org/en/maxfield-parrish/garden-of-allah-1918,https://www.wikiart.org/en/maxfield-parrish,garden-of-allah-1918.jpg,maxfield-parrish,maxfield-parrish,maxfield-parrish,maxfield-parrish,302033
2353,57726ff3edc2cb3880bc56ca,Jacques-Louis David,The Death of Marat,https://uploads4.wikiart.org/images/jacques-louis-david/the-death-of-marat-1793.jpg,https://www.wikiart.org/en/jacques-louis-david/the-death-of-marat-1793,https://www.wikiart.org/en/jacques-louis-david,the-death-of-marat-1793.jpg,jacques-louis-david,jacques-louis-david,jacques-louis-david,jacques-louis-david,197943
2360,57726e4fedc2cb3880b6a651,Rogier van der Weyden,Lamentation of Christ,https://uploads2.wikiart.org/images/rogier-van-der-weyden/entombment-of-christ-1450(2).jpg,https://www.wikiart.org/en/rogier-van-der-weyden/entombment-of-christ-1450,https://www.wikiart.org/en/rogier-van-der-weyden,entombment-of-christ-1450(2).jpg,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,rogier-van-der-weyden,187292
2361,5772860fedc2cb388002f955,Mordecai Ardon,For the Fallen - Center panel: The House of Cards,https://uploads0.wikiart.org/images/mordecai-ardon/for-the-fallen-center-panel-the-house-of-cards-1956.jpg,https://www.wikiart.org/en/mordecai-ardon/for-the-fallen-center-panel-the-house-of-cards-1956,https://www.wikiart.org/en/mordecai-ardon,for-the-fallen-center-panel-the-house-of-cards-1956.jpg,mordecai-ardon,mordecai-ardon,mordecai-ardon,mordecai-ardon,323107
2364,57728649edc2cb388003a7c7,Anne-Louis Girodet,Pygmalion et Galat&#233;e,https://uploads8.wikiart.org/images/anne-louis-girodet/pygmalion-et-galat-e-1819(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/pygmalion-et-galat-e-1819,https://www.wikiart.org/en/anne-louis-girodet,pygmalion-et-galat-e-1819(1).jpg,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,anne-louis-girodet,324425
2366,57728984edc2cb38800de844,Joseph-Marie Vien,Sweet Melancholy,https://uploads0.wikiart.org/images/joseph-marie-vien/sweet-melancholy-1756.jpg,https://www.wikiart.org/en/joseph-marie-vien/sweet-melancholy-1756,https://www.wikiart.org/en/joseph-marie-vien,sweet-melancholy-1756.jpg,joseph-marie-vien,joseph-marie-vien,joseph-marie-vien,joseph-marie-vien,348025
2369,57728939edc2cb38800d1c43,Xul Solar,Reptil que sube,https://uploads0.wikiart.org/images/xul-solar/reptil-que-sube-1920.jpg,https://www.wikiart.org/en/xul-solar/reptil-que-sube-1920,https://www.wikiart.org/en/xul-solar,reptil-que-sube-1920.jpg,xul-solar,xul-solar,xul-solar,xul-solar,345141
2371,57727031edc2cb3880bd15a8,Masaccio,The Trinity,https://uploads4.wikiart.org/images/masaccio/the-trinity-1428.jpg,https://www.wikiart.org/en/masaccio/the-trinity-1428,https://www.wikiart.org/en/masaccio,the-trinity-1428.jpg,masaccio,masaccio,masaccio,masaccio,199422
2375,57728380edc2cb3880fac0c9,Ernest Meissonier,Young Man with a Book,https://uploads5.wikiart.org/images/ernest-meissonier/young-man-with-a-book-1860.jpg,https://www.wikiart.org/en/ernest-meissonier/young-man-with-a-book-1860,https://www.wikiart.org/en/ernest-meissonier,young-man-with-a-book-1860.jpg,ernest-meissonier,ernest-meissonier,ernest-meissonier,ernest-meissonier,308716
2384,57728363edc2cb3880fa9f76,Stuart Davis,Colonial Cubism,https://uploads3.wikiart.org/images/stuart-davis/colonial-cubism-1954.jpg,https://www.wikiart.org/en/stuart-davis/colonial-cubism-1954,https://www.wikiart.org/en/stuart-davis,colonial-cubism-1954.jpg,stuart-davis,stuart-davis,stuart-davis,stuart-davis,308139
2387,593468f4edc2c9b408c70f89,Stanisław Wyspiański,Portret Żony W Serdaku,https://uploads5.wikiart.org/00135/images/stanislaw-wyspianski/stanis-aw-wyspia-ski-portret-ony-w-serdaku.jpg,https://www.wikiart.org/en/stanislaw-wyspianski/stanislaw-wyspianski-portret-zony-w-serdaku,https://www.wikiart.org/en/stanislaw-wyspianski,stanis-aw-wyspia-ski-portret-ony-w-serdaku.jpg,stanislaw-wyspianski,stanisław-wyspiański,stanislaw-wyspianski,stanisław-wyspiański,9223372032559821145
2390,577288b1edc2cb38800b4312,John Martin,Macbeth,https://uploads3.wikiart.org/images/john-martin/macbeth-1820.jpg,https://www.wikiart.org/en/john-martin/macbeth-1820,https://www.wikiart.org/en/john-martin,macbeth-1820.jpg,john-martin,john-martin,john-martin,john-martin,340767
2392,57727680edc2cb3880d1d2e4,Paul Jenkins,Phenomena Astral Blue,https://uploads4.wikiart.org/images/paul-jenkins/phenomena-astral-blue.jpg,https://www.wikiart.org/en/paul-jenkins/phenomena-astral-blue,https://www.wikiart.org/en/paul-jenkins,phenomena-astral-blue.jpg,paul-jenkins,paul-jenkins,paul-jenkins,paul-jenkins,235732
2405,5772863eedc2cb38800396f2,Gabriele Munter,The Yellow House,https://uploads1.wikiart.org/images/gabriele-munter/the-yellow-house-1908(1).jpg,https://www.wikiart.org/en/gabriele-munter/the-yellow-house-1908,https://www.wikiart.org/en/gabriele-munter,the-yellow-house-1908(1).jpg,gabriele-munter,gabriele-munter,gabriele-munter,gabriele-munter,324110
2408,59bf324bedc2c9bb64672faa,George Tooker,The Subway,https://uploads8.wikiart.org/00150/images/george-tooker/u-58-335276529548-50-23-tooker-subway-800.jpg,https://www.wikiart.org/en/george-tooker/the-subway-1950,https://www.wikiart.org/en/george-tooker,u-58-335276529548-50-23-tooker-subway-800.jpg,george-tooker,george-tooker,george-tooker,george-tooker,9223372032559823815
2409,57727ec8edc2cb3880ec224c,Yannoulis Chalepas,Detail from the work &quot;The Tale of Beauty&quot;,https://uploads1.wikiart.org/images/yannoulis-chalepas/detail-from-the-work-the-tale-of-beauty.jpg,https://www.wikiart.org/en/yannoulis-chalepas/detail-from-the-work-the-tale-of-beauty,https://www.wikiart.org/en/yannoulis-chalepas,detail-from-the-work-the-tale-of-beauty.jpg,yannoulis-chalepas,yannoulis-chalepas,yannoulis-chalepas,yannoulis-chalepas,281991
2417,5772890fedc2cb38800c8543,Gego,Reticul&#225;rea (installation view),https://uploads0.wikiart.org/images/gego/reticul-rea-installation-view-1969.jpg,https://www.wikiart.org/en/gego/reticul-rea-installation-view-1969,https://www.wikiart.org/en/gego,reticul-rea-installation-view-1969.jpg,gego,gego,gego,gego,343601
2419,57727796edc2cb3880d4f868,Mark Rothko,Orange and Yellow,https://uploads2.wikiart.org/images/mark-rothko/orange-and-yellow(1).jpg,https://www.wikiart.org/en/mark-rothko/orange-and-yellow,https://www.wikiart.org/en/mark-rothko,orange-and-yellow(1).jpg,mark-rothko,mark-rothko,mark-rothko,mark-rothko,242145
2425,577276b2edc2cb3880d273d8,Francis Picabia,Machine Turn Quickly,https://uploads6.wikiart.org/images/francis-picabia/machine-turn-quickly.jpg,https://www.wikiart.org/en/francis-picabia/machine-turn-quickly,https://www.wikiart.org/en/francis-picabia,machine-turn-quickly.jpg,francis-picabia,francis-picabia,francis-picabia,francis-picabia,236795
2427,57728948edc2cb38800d35da,Alexej von Jawlensky,Schokko with Red Hat,https://uploads7.wikiart.org/images/alexej-von-jawlensky/schokko-with-red-hat-1909.jpg,https://www.wikiart.org/en/alexej-von-jawlensky/schokko-with-red-hat-1909,https://www.wikiart.org/en/alexej-von-jawlensky,schokko-with-red-hat-1909.jpg,alexej-von-jawlensky,alexej-von-jawlensky,alexej-von-jawlensky,alexej-von-jawlensky,345926
2429,5899c27eedc2c97aacea06a1,Anton Raphael Mengs,Johann Joachim Winckelmann,https://uploads0.wikiart.org/00118/images/anton-raphael-mengs/johann-joachim-winckelmann-1762.jpg,https://www.wikiart.org/en/anton-raphael-mengs/johann-joachim-winckelmann-1762,https://www.wikiart.org/en/anton-raphael-mengs,johann-joachim-winckelmann-1762.jpg,anton-raphael-mengs,anton-raphael-mengs,anton-raphael-mengs,anton-raphael-mengs,9223372032559812075
2430,57728985edc2cb38800de936,Medardo Rosso,The Concierge,https://uploads2.wikiart.org/images/medardo-rosso/the-concierge-1883.jpg,https://www.wikiart.org/en/medardo-rosso/the-concierge-1883,https://www.wikiart.org/en/medardo-rosso,the-concierge-1883.jpg,medardo-rosso,medardo-rosso,medardo-rosso,medardo-rosso,348043
2433,57727795edc2cb3880d4f696,Mark Rothko,No.61 (Rust and Blue),https://uploads2.wikiart.org/00158/images/mark-rothko/1.jpg,https://www.wikiart.org/en/mark-rothko/no-61-rust-and-blue,https://www.wikiart.org/en/mark-rothko,1.jpg,mark-rothko,mark-rothko,mark-rothko,mark-rothko,242111
2434,57727f19edc2cb3880eceb0f,Clyfford Still,1957-D No. 1,https://uploads4.wikiart.org/images/clyfford-still/1957-d-no-1-1957(1).jpg,https://www.wikiart.org/en/clyfford-still/1957-d-no-1-1957,https://www.wikiart.org/en/clyfford-still,1957-d-no-1-1957(1).jpg,clyfford-still,clyfford-still,clyfford-still,clyfford-still,283766
2437,57726e56edc2cb3880b6b122,Eugene Delacroix,Horse Frightened by a Storm,https://uploads4.wikiart.org/images/eugene-delacroix/horse-frightened-by-a-storm-1824(1).jpg,https://www.wikiart.org/en/eugene-delacroix/horse-frightened-by-a-storm-1824,https://www.wikiart.org/en/eugene-delacroix,horse-frightened-by-a-storm-1824(1).jpg,eugene-delacroix,eugene-delacroix,eugene-delacroix,eugene-delacroix,187773
2443,577286ceedc2cb3880056ecb,Victor Servranckx,Opus 1,https://uploads8.wikiart.org/images/victor-servranckx/opus-1-1921.jpg,https://www.wikiart.org/en/victor-servranckx/opus-1-1921,https://www.wikiart.org/en/victor-servranckx,opus-1-1921.jpg,victor-servranckx,victor-servranckx,victor-servranckx,victor-servranckx,327469
2449,57728661edc2cb3880042031,Charlotte Posenenske,"Relief, Series B",https://uploads7.wikiart.org/images/charlotte-posenenske/relief-series-b-1967-2(1).jpg,https://www.wikiart.org/en/charlotte-posenenske/relief-series-b-1967-2,https://www.wikiart.org/en/charlotte-posenenske,relief-series-b-1967-2(1).jpg,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,charlotte-posenenske,324790
2450,57727de8edc2cb3880e92035,David Wilkie,The Abbotsford family,https://uploads3.wikiart.org/images/david-wilkie/the-abbotsford-family-1817(1).jpg,https://www.wikiart.org/en/david-wilkie/the-abbotsford-family-1817,https://www.wikiart.org/en/david-wilkie,the-abbotsford-family-1817(1).jpg,david-wilkie,david-wilkie,david-wilkie,david-wilkie,277210
2453,57728363edc2cb3880fa9f54,Cesar Paternosto,Verano (Summer from the color field SOHO series),https://uploads2.wikiart.org/images/cesar-paternosto/verano-summer-from-the-color-field-soho-series-1967.jpg,https://www.wikiart.org/en/cesar-paternosto/verano-summer-from-the-color-field-soho-series-1967,https://www.wikiart.org/en/cesar-paternosto,verano-summer-from-the-color-field-soho-series-1967.jpg,cesar-paternosto,cesar-paternosto,cesar-paternosto,cesar-paternosto,308133
2454,57727fa2edc2cb3880eea87f,Richard Pousette-Dart,"Symphony No. 1, The Transcendental",https://uploads2.wikiart.org/images/richard-pousette-dart/symphony-no-1-the-transcendental-1942.jpg,https://www.wikiart.org/en/richard-pousette-dart/symphony-no-1-the-transcendental-1942,https://www.wikiart.org/en/richard-pousette-dart,symphony-no-1-the-transcendental-1942.jpg,richard-pousette-dart,richard-pousette-dart,richard-pousette-dart,richard-pousette-dart,286361
2463,577276e9edc2cb3880d31a43,Alfred Sisley,Regata at Hampton Court,https://uploads3.wikiart.org/images/alfred-sisley/regata-at-hampton-court-1874.jpg,https://www.wikiart.org/en/alfred-sisley/regata-at-hampton-court-1874,https://www.wikiart.org/en/alfred-sisley,regata-at-hampton-court-1874.jpg,alfred-sisley,alfred-sisley,alfred-sisley,alfred-sisley,237984
2464,57727ffdedc2cb3880efd909,Tivadar Kosztka Csontvary,Old Fisherman,https://uploads5.wikiart.org/images/tivadar-kosztka-csontvary/old-fisherman-1902.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/old-fisherman-1902,https://www.wikiart.org/en/tivadar-kosztka-csontvary,old-fisherman-1902.jpg,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,tivadar-kosztka-csontvary,288448
2470,57727f3aedc2cb3880ed6e22,Sam Francis,Ammonite (SFM 82-063),https://uploads0.wikiart.org/images/sam-francis/ammonite-sfm-82-063-1982(1).jpg,https://www.wikiart.org/en/sam-francis/ammonite-sfm-82-063-1982,https://www.wikiart.org/en/sam-francis,ammonite-sfm-82-063-1982(1).jpg,sam-francis,sam-francis,sam-francis,sam-francis,284351
2473,57727cd5edc2cb3880e5e2eb,Louise Elisabeth Vigee Le Brun,Portrait of Anna Pitt as Hebe,https://uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-anna-pitt-as-hebe-1792.jpg,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/portrait-of-anna-pitt-as-hebe-1792,https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun,portrait-of-anna-pitt-as-hebe-1792.jpg,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,louise-elisabeth-vigee-le-brun,270981
2476,577280dcedc2cb3880f28930,Claes Oldenburg,Floor Cone,https://uploads1.wikiart.org/images/claes-oldenburg/floor-cone-1962.jpg,https://www.wikiart.org/en/claes-oldenburg/floor-cone-1962,https://www.wikiart.org/en/claes-oldenburg,floor-cone-1962.jpg,claes-oldenburg,claes-oldenburg,claes-oldenburg,claes-oldenburg,293686
2478,57726e38edc2cb3880b6299e,Caravaggio,John the Baptist,https://uploads5.wikiart.org/images/caravaggio/john-the-baptist-1602(1).jpg,https://www.wikiart.org/en/caravaggio/john-the-baptist-1602,https://www.wikiart.org/en/caravaggio,john-the-baptist-1602(1).jpg,caravaggio,caravaggio,caravaggio,caravaggio,186657
